date,open,high,low,close,volume
2024-10-03T00:00:00+0530,1436.6,1449.4,1402.1,1407,37757294
2024-10-04T00:00:00+0530,1403.9,1417.35,1381.8,1386.5,37072876
2024-10-07T00:00:00+0530,1393.5,1396.5,1361.4,1370.7,22181340
2024-10-08T00:00:00+0530,1373,1401,1365.1,1397.35,17020808
2024-10-09T00:00:00+0530,1397.5,1401,1372.5,1374.6,14310610
2024-10-10T00:00:00+0530,1380,1386,1369.4,1371.05,22358646
2024-10-11T00:00:00+0530,1370,1383.3,1368.8,1372.1,7980122
2024-10-14T00:00:00+0530,1379.45,1380.1,1368.25,1372.5,12221432
2024-10-15T00:00:00+0530,1358.5,1371.7,1340.7,1344,33762794
2024-10-16T00:00:00+0530,1340,1364,1337.6,1354.1,20034438
2024-10-17T00:00:00+0530,1365.7,1368.45,1352.05,1356.4,15543660
2024-10-18T00:00:00+0530,1352.2,1368.4,1341.3,1359.3,12082452
2024-10-21T00:00:00+0530,1367.1,1374,1357.7,1369.2,14067408
2024-10-22T00:00:00+0530,1369.2,1376,1340.2,1343.35,15831960
2024-10-23T00:00:00+0530,1337.5,1357.5,1335,1338.5,17214742
2024-10-24T00:00:00+0530,1335.3,1343.7,1323.1,1339.8,22155934
2024-10-25T00:00:00+0530,1343.5,1344.35,1322,1327.85,18597496
2024-10-28T00:00:00+0530,1337,1353,1322.1,1334.35,10824350
2024-10-29T00:00:00+0530,1328.1,1343.2,1320.3,1340,12008361
2024-10-30T00:00:00+0530,1335,1350,1325.35,1343.9,11984423
2024-10-31T00:00:00+0530,1340,1343,1326.15,1332.05,9331650
2024-11-01T00:00:00+0530,1333.05,1341.95,1333,1338.65,2127335
2024-11-04T00:00:00+0530,1337.85,1340,1285.1,1302.15,19796890
2024-11-05T00:00:00+0530,1293,1309.55,1286.15,1305.3,16267479
2024-11-06T00:00:00+0530,1310,1328.3,1300.2,1325.35,21625209
2024-11-07T00:00:00+0530,1324,1324,1302.6,1305.65,9611974
2024-11-08T00:00:00+0530,1297.65,1301.65,1275,1283.75,19814406
2024-11-11T00:00:00+0530,1278.95,1286,1267,1272.7,9056552
2024-11-12T00:00:00+0530,1275.55,1289.3,1267.5,1274.25,10671091
2024-11-13T00:00:00+0530,1270.25,1275.45,1249.5,1252.05,14633633
2024-11-14T00:00:00+0530,1253.6,1272.6,1251.1,1267.6,12612633
2024-11-18T00:00:00+0530,1267.6,1272.9,1243.9,1260.75,13620611
2024-11-19T00:00:00+0530,1260.75,1281.5,1235.15,1241.65,14183746
2024-11-21T00:00:00+0530,1241.65,1243.95,1217.25,1223,19433843
2024-11-22T00:00:00+0530,1229.4,1268.85,1222.45,1265.4,20471957
2024-11-25T00:00:00+0530,1290,1304.45,1282.45,1287,28923341
2024-11-26T00:00:00+0530,1294.95,1297.85,1284.2,1295.7,9247557
2024-11-27T00:00:00+0530,1293.5,1303.85,1286,1293.2,9572746
2024-11-28T00:00:00+0530,1289.95,1296.6,1269.05,1270.8,15027412
2024-11-29T00:00:00+0530,1280,1299.5,1275.25,1292.2,13202307
2024-12-02T00:00:00+0530,1288,1311.35,1277.05,1309.15,11024152
2024-12-03T00:00:00+0530,1317,1326.8,1307,1323.3,16869482
2024-12-04T00:00:00+0530,1326,1328.4,1304.05,1308.95,19608540
2024-12-05T00:00:00+0530,1314.35,1329.95,1306.15,1322.05,16858723
2024-12-06T00:00:00+0530,1323.9,1323.9,1310,1311.55,9037514
2024-12-09T00:00:00+0530,1303,1315,1293.1,1295.15,14650002
2024-12-10T00:00:00+0530,1289.25,1294.9,1280.2,1284.85,16043729
2024-12-11T00:00:00+0530,1285,1290,1276.05,1278.2,11724373
2024-12-12T00:00:00+0530,1270,1278.2,1260.6,1262.9,20906813
2024-12-13T00:00:00+0530,1260,1275.2,1239.6,1272.85,28630222
2024-12-16T00:00:00+0530,1275,1281,1266.55,1268.3,9486781
2024-12-17T00:00:00+0530,1261.05,1263.9,1242.8,1245.3,17462791
2024-12-18T00:00:00+0530,1240.65,1259.95,1240.65,1253.25,12670179
2024-12-19T00:00:00+0530,1239,1244.9,1229,1230.45,14244653
2024-12-20T00:00:00+0530,1224,1239.5,1201.5,1205.3,20312896
2024-12-23T00:00:00+0530,1215,1227.2,1213.2,1222.3,10052824
2024-12-24T00:00:00+0530,1222.3,1233.55,1221,1222.75,6734917
2024-12-26T00:00:00+0530,1224.25,1227.7,1214.25,1216.55,10016178
2024-12-27T00:00:00+0530,1218.3,1227.9,1217,1221.05,7000397
2024-12-30T00:00:00+0530,1216.4,1223.2,1208.1,1210.7,8818766
2024-12-31T00:00:00+0530,1208,1219.1,1206.15,1215.45,6405475
2025-01-01T00:00:00+0530,1214.85,1226.3,1211.6,1221.25,5892590
2025-01-02T00:00:00+0530,1221.25,1244.45,1220,1241.8,15486276
2025-01-03T00:00:00+0530,1243.9,1262.05,1235.5,1251.15,15521102
2025-01-06T00:00:00+0530,1253.95,1262,1215,1218,14816766
2025-01-07T00:00:00+0530,1222,1244.5,1221.25,1240.85,10070505
2025-01-08T00:00:00+0530,1249,1271.05,1245.35,1265.5,19346579
2025-01-09T00:00:00+0530,1267,1269.75,1248.05,1254.75,12794704
2025-01-10T00:00:00+0530,1253.85,1256.75,1236,1241.9,8120332
2025-01-13T00:00:00+0530,1230,1245.25,1226.4,1239.85,13764861
2025-01-14T00:00:00+0530,1244.1,1253.35,1227.25,1238.75,13095266
2025-01-15T00:00:00+0530,1244.95,1257,1241.85,1252.2,9578856
2025-01-16T00:00:00+0530,1258.9,1275,1251.3,1266.45,14117603
2025-01-17T00:00:00+0530,1322.25,1326,1285,1302.35,29366277
2025-01-20T00:00:00+0530,1316,1316,1300.25,1305.45,14040244
2025-01-21T00:00:00+0530,1310.5,1313,1270.2,1273.7,14562976
2025-01-22T00:00:00+0530,1278.3,1282.9,1268.7,1277.1,10273590
2025-01-23T00:00:00+0530,1270,1277.35,1261.6,1263.65,8720682
2025-01-24T00:00:00+0530,1266,1273,1243.5,1246.3,14235970
2025-01-27T00:00:00+0530,1239.1,1240.45,1220,1229.35,9536019
2025-01-28T00:00:00+0530,1238,1244.75,1218.5,1234.4,10568025
2025-01-29T00:00:00+0530,1236,1242.75,1228.05,1235.5,5928156
2025-01-30T00:00:00+0530,1235.55,1257,1232.4,1253.05,9269259
2025-01-31T00:00:00+0530,1255.85,1267,1249,1265.1,6584612
2025-02-01T00:00:00+0530,1265.1,1270.55,1241,1264.6,7118453
2025-02-03T00:00:00+0530,1251,1256,1237.55,1245.9,9252345
2025-02-04T00:00:00+0530,1248.05,1288.8,1246.6,1285.2,16691069
2025-02-05T00:00:00+0530,1282.65,1290.5,1276.7,1278.2,10112028
2025-02-06T00:00:00+0530,1273.7,1288,1270.35,1281.55,9956001
2025-02-07T00:00:00+0530,1276.15,1283.7,1262,1266.7,8764283
2025-02-10T00:00:00+0530,1264.5,1266.5,1245.55,1253.65,6970972
2025-02-11T00:00:00+0530,1264.55,1264.55,1230.1,1234.85,8859714
2025-02-12T00:00:00+0530,1219.45,1226.9,1193.35,1216.55,21131654
2025-02-13T00:00:00+0530,1217.05,1228,1212,1216.1,8511216
2025-02-14T00:00:00+0530,1219,1224,1205.45,1217.25,10298145
2025-02-17T00:00:00+0530,1211.1,1227.5,1204.5,1224.9,8166683
2025-02-18T00:00:00+0530,1224.85,1229.9,1216.1,1225.4,6673250
2025-02-19T00:00:00+0530,1219.5,1232.75,1217.55,1227.45,6217338
2025-02-20T00:00:00+0530,1223.95,1239.35,1222,1233,7795582
2025-02-21T00:00:00+0530,1228.7,1240,1222.15,1228.15,6904025
2025-02-24T00:00:00+0530,1216.55,1223.25,1210.5,1214.55,7172498
2025-02-25T00:00:00+0530,1211,1221,1201.5,1204,11552182
2025-02-27T00:00:00+0530,1212.8,1215,1200.65,1207.1,11509215
2025-02-28T00:00:00+0530,1202,1217.35,1193.3,1200.1,23007298
2025-03-03T00:00:00+0530,1204,1206.45,1156,1171.25,17944938
2025-03-04T00:00:00+0530,1162.2,1174,1159.55,1161.9,11377373
2025-03-05T00:00:00+0530,1161,1183,1157,1175.6,8664095
2025-03-06T00:00:00+0530,1197,1213.95,1185.15,1209.6,14468014
2025-03-07T00:00:00+0530,1216,1254.8,1212,1249.8,16474965
2025-03-10T00:00:00+0530,1245,1258,1235.4,1238.4,11931051
2025-03-11T00:00:00+0530,1240,1249.5,1229.75,1247.3,10089838
2025-03-12T00:00:00+0530,1258,1263,1244,1257.05,11977555
2025-03-13T00:00:00+0530,1260.05,1264.15,1243.85,1247.9,9505270
2025-03-17T00:00:00+0530,1242.15,1257.4,1233.1,1238.85,16640952
2025-03-18T00:00:00+0530,1244.7,1248.35,1235,1238.8,15745877
2025-03-19T00:00:00+0530,1241.05,1253.25,1238.8,1247.15,16162399
2025-03-20T00:00:00+0530,1251.85,1273,1250.05,1269.15,15971477
2025-03-21T00:00:00+0530,1275,1281,1270.1,1276.35,21780769
2025-03-24T00:00:00+0530,1291,1306,1284.25,1302.1,20299319
2025-03-25T00:00:00+0530,1307.7,1307.7,1282.6,1285.45,13713899
2025-03-26T00:00:00+0530,1291,1293.8,1268.75,1273.05,12074747
2025-03-27T00:00:00+0530,1278.15,1285,1271.3,1278.2,15028056
2025-03-28T00:00:00+0530,1280,1295.75,1269,1275.1,18147129
2025-04-01T00:00:00+0530,1264.6,1277.9,1249.3,1252.6,12099648
2025-04-02T00:00:00+0530,1247.55,1255.55,1243.9,1251.15,10142590
2025-04-03T00:00:00+0530,1233.05,1251.8,1233.05,1248.7,7434366
2025-04-04T00:00:00+0530,1241.1,1245.45,1193.15,1204.7,17908652
2025-04-07T00:00:00+0530,1132.2,1171.25,1114.85,1165.7,22156106
2025-04-08T00:00:00+0530,1172,1196.6,1163.3,1182.2,19555040
2025-04-09T00:00:00+0530,1169.5,1189.8,1168,1185.35,10223104
2025-04-11T00:00:00+0530,1195.15,1222.65,1195.15,1218.95,11224242
2025-04-15T00:00:00+0530,1251,1251,1237.1,1240.1,13378535
2025-04-16T00:00:00+0530,1234.1,1240.9,1229,1239.3,8248464
2025-04-17T00:00:00+0530,1240.2,1280.2,1227.6,1274.5,15398401
2025-04-21T00:00:00+0530,1270,1300.9,1267,1295.5,10429964
2025-04-22T00:00:00+0530,1300,1303.9,1286.3,1291.2,13051707
2025-04-23T00:00:00+0530,1297,1306,1285.4,1300,10480888
2025-04-24T00:00:00+0530,1292.4,1304.5,1290.3,1301.6,10468940
2025-04-25T00:00:00+0530,1303.5,1325.2,1288.1,1300.4,14431012
2025-04-28T00:00:00+0530,1340,1374.6,1320.2,1368.8,31104496
2025-04-29T00:00:00+0530,1371,1410.9,1370,1399.7,32538970
2025-04-30T00:00:00+0530,1402,1412.4,1369,1405,25480745
2025-05-02T00:00:00+0530,1414,1426.7,1409.1,1422.4,17535402
2025-05-05T00:00:00+0530,1431,1439.5,1426.9,1431.3,12685649
2025-05-06T00:00:00+0530,1431,1432,1410.6,1420.9,14084117
2025-05-07T00:00:00+0530,1420.9,1424.4,1402.7,1406,13440169
2025-05-08T00:00:00+0530,1404.1,1420.8,1398,1407,16106175
2025-05-09T00:00:00+0530,1385.5,1394.8,1374.5,1377.2,13668904
2025-05-12T00:00:00+0530,1400,1439,1400,1436.5,10674081
2025-05-13T00:00:00+0530,1433.5,1447.7,1412.4,1415.7,11407896
2025-05-14T00:00:00+0530,1420,1429.9,1415.5,1424.4,5570160
2025-05-15T00:00:00+0530,1425,1461.4,1412.7,1454.2,20177211
2025-05-16T00:00:00+0530,1453.2,1461,1447.3,1456.4,9036695
2025-05-19T00:00:00+0530,1452.1,1454.6,1438.2,1440.8,6195791
2025-05-20T00:00:00+0530,1438.2,1445,1421.8,1424.6,11270560
2025-05-21T00:00:00+0530,1423.9,1436.2,1418.1,1429.2,6136364
2025-05-22T00:00:00+0530,1421.2,1423.8,1396.9,1409.4,12134466
2025-05-23T00:00:00+0530,1406.6,1433.8,1406.6,1426.8,6474883
2025-05-26T00:00:00+0530,1432,1441,1425.1,1434.8,4842944
2025-05-27T00:00:00+0530,1426.1,1437,1413.9,1422.1,12640414
2025-05-28T00:00:00+0530,1420.1,1422.6,1410.7,1412.9,5944611
2025-05-29T00:00:00+0530,1412.1,1420,1408.6,1417.8,13771917
2025-05-30T00:00:00+0530,1418,1430.6,1409.7,1420.9,13788484
2025-06-02T00:00:00+0530,1412.1,1417.5,1395.6,1413.7,8098668
2025-06-03T00:00:00+0530,1422.3,1426.5,1403.4,1405.5,11252626
2025-06-04T00:00:00+0530,1414.7,1425.7,1406.1,1423.5,8126827
2025-06-05T00:00:00+0530,1428,1454.7,1423.6,1442.4,13716817
2025-06-06T00:00:00+0530,1441,1451.5,1437,1443.5,8182161
2025-06-09T00:00:00+0530,1457,1457.5,1445.3,1448.8,7885125
2025-06-10T00:00:00+0530,1450,1453.9,1436,1438.5,7913181
2025-06-11T00:00:00+0530,1445.8,1468.6,1443.1,1448.9,8195700
2025-06-12T00:00:00+0530,1453.5,1457,1434.4,1441.6,8828114
2025-06-13T00:00:00+0530,1424,1435.5,1414.3,1427.9,9757276
2025-06-16T00:00:00+0530,1426.9,1442.4,1424.4,1437.8,8458093
2025-06-17T00:00:00+0530,1448,1448,1425.8,1431.2,10366599
2025-06-18T00:00:00+0530,1430,1442.8,1425.7,1430.1,6681735
2025-06-19T00:00:00+0530,1430.1,1439.9,1425.7,1433.3,10007230
2025-06-20T00:00:00+0530,1431,1471,1428.1,1466.2,29010635
2025-06-23T00:00:00+0530,1453,1463.8,1442,1456.8,5989078
2025-06-24T00:00:00+0530,1465,1475,1443.1,1450.8,16402744
2025-06-25T00:00:00+0530,1464,1472.4,1460.5,1467.3,7525851
2025-06-26T00:00:00+0530,1469.1,1498.8,1465.1,1495.3,14657893
2025-06-27T00:00:00+0530,1499.4,1522,1496.9,1515.4,11117052
2025-06-30T00:00:00+0530,1513.8,1524.8,1496,1500.6,8409527
2025-07-01T00:00:00+0530,1500.6,1531.4,1500.1,1528.4,10368523
2025-07-02T00:00:00+0530,1528.4,1530,1508.7,1518.8,6361002
2025-07-03T00:00:00+0530,1520.8,1531.9,1513,1517.8,11283291
2025-07-04T00:00:00+0530,1524,1530,1517.2,1527.3,6603501
2025-07-07T00:00:00+0530,1526.6,1544.8,1525,1541.5,7251074
2025-07-08T00:00:00+0530,1536,1544.9,1530.2,1537.6,7171261
2025-07-09T00:00:00+0530,1536.7,1551,1510.1,1519,8870660
2025-07-10T00:00:00+0530,1519.7,1524.7,1507.5,1517.2,10047129
2025-07-11T00:00:00+0530,1512,1515,1490.3,1495.2,7234991
2025-07-14T00:00:00+0530,1492.2,1500,1479.1,1483.7,10311846
2025-07-15T00:00:00+0530,1486.2,1496.5,1482.4,1485.4,8132454
2025-07-16T00:00:00+0530,1473,1491,1471.5,1485.6,10409983
2025-07-17T00:00:00+0530,1487.4,1489.6,1473.9,1476.4,11854613
2025-07-18T00:00:00+0530,1484.8,1484.8,1469.1,1476,10296318
2025-07-21T00:00:00+0530,1465,1476,1423.1,1428.6,22442744
2025-07-22T00:00:00+0530,1427.4,1431.9,1410.7,1412.8,20396320
2025-07-23T00:00:00+0530,1426,1426,1414.4,1424.6,8354596
2025-07-24T00:00:00+0530,1419.2,1423,1396,1402.9,14740507
2025-07-25T00:00:00+0530,1398.9,1401,1384.1,1391.7,11854722
2025-07-28T00:00:00+0530,1392.3,1407.8,1385,1387.6,7748361
2025-07-29T00:00:00+0530,1383,1420.2,1383,1417.1,10750072
2025-07-30T00:00:00+0530,1418.1,1423.3,1401.3,1410.1,7209849
2025-07-31T00:00:00+0530,1388.1,1402.6,1382.2,1390.2,17065827
2025-08-01T00:00:00+0530,1386.9,1405.9,1384.3,1393.7,10321171
2025-08-04T00:00:00+0530,1395.1,1416.1,1391.7,1411.5,6312820
2025-08-05T00:00:00+0530,1411,1411,1388.1,1391.7,9315972
2025-08-06T00:00:00+0530,1391.9,1395.9,1383.3,1392.8,5834312
2025-08-07T00:00:00+0530,1387.7,1393.7,1366,1389.4,9976705
2025-08-08T00:00:00+0530,1385,1397.2,1365,1367.8,8793606
2025-08-11T00:00:00+0530,1370,1388,1361.2,1386.2,9997486
2025-08-12T00:00:00+0530,1381.9,1401.9,1375.2,1380.4,12244664
2025-08-13T00:00:00+0530,1388,1391.8,1377.5,1382.6,7457021
2025-08-14T00:00:00+0530,1377.3,1380.7,1370.1,1373.8,7126128
2025-08-18T00:00:00+0530,1390,1394.9,1377,1381.7,11785109
2025-08-19T00:00:00+0530,1390,1421,1389.1,1420.1,14384719
2025-08-20T00:00:00+0530,1413,1424.9,1410,1413,8725641
2025-08-21T00:00:00+0530,1425,1431.9,1420.3,1424.8,11021323
2025-08-22T00:00:00+0530,1420,1423.4,1407.9,1409.2,5818868
2025-08-25T00:00:00+0530,1414.7,1419.5,1405.7,1412.6,5979407
2025-08-26T00:00:00+0530,1408,1410,1381.6,1384.9,12145259
2025-08-28T00:00:00+0530,1389.9,1392.2,1366.5,1385.9,13161813
2025-08-29T00:00:00+0530,1381.1,1403.5,1350,1357.2,18758842
2025-09-01T00:00:00+0530,1356,1363.2,1340.6,1353.9,11232238
2025-09-02T00:00:00+0530,1354.8,1384.5,1354.5,1366.5,11517006
2025-09-03T00:00:00+0530,1369.7,1376.5,1360.5,1372.6,7847563
2025-09-04T00:00:00+0530,1371.8,1374,1357.1,1359.3,13223177
2025-09-05T00:00:00+0530,1363,1381,1359.3,1375,5777575
2025-09-08T00:00:00+0530,1380,1386,1372.4,1378.5,6986720
2025-09-09T00:00:00+0530,1376.6,1381.2,1368.7,1376.2,9754452
2025-09-10T00:00:00+0530,1383.9,1388.5,1374.1,1377,7790815
2025-09-11T00:00:00+0530,1376,1385.5,1375,1383.3,9766072
2025-09-12T00:00:00+0530,1383.3,1396.3,1380.5,1395,7403368
2025-09-15T00:00:00+0530,1393,1400.8,1388.6,1399.3,5396697
2025-09-16T00:00:00+0530,1404.7,1408,1398.2,1405.3,8686961
2025-09-17T00:00:00+0530,1407,1416.2,1406.9,1413.8,7519417
2025-09-18T00:00:00+0530,1420.4,1422,1410.7,1415,9332642
2025-09-19T00:00:00+0530,1414.9,1417,1403.6,1407.4,13461373
2025-09-22T00:00:00+0530,1403.9,1410.7,1388,1390.6,7757970
2025-09-23T00:00:00+0530,1391,1395,1376.8,1389.8,14014702
2025-09-24T00:00:00+0530,1385.3,1396,1380.4,1383,5922759
2025-09-25T00:00:00+0530,1381.3,1384.5,1369,1372.4,11411143
2025-09-26T00:00:00+0530,1372,1382.7,1366,1377.6,9879109
2025-09-29T00:00:00+0530,1381.6,1389,1368,1372.8,14231999
2025-09-30T00:00:00+0530,1377.1,1377.1,1362.8,1364,14604684
2025-10-01T00:00:00+0530,1367,1378.6,1362.7,1368.7,12045916
2025-10-03T00:00:00+0530,1363.2,1371.6,1356.9,1361.9,9643017
